target,start,end,metricName,value
NS.BER.00.HHE.D,2020-03-18T03:28:56,2020-03-18T03:29:58,sample_snr,0.663817
NS.BER.00.HHN.D,2020-03-18T03:28:56,2020-03-18T03:29:58,sample_snr,0.518959
NS.BER.00.HHZ.D,2020-03-18T03:28:56,2020-03-18T03:29:58,sample_snr,0.554222
NS.BER.00.HHE.D,2020-03-18T05:46:53,2020-03-18T05:47:55,sample_snr,0.744314
NS.BER.00.HHN.D,2020-03-18T05:46:53,2020-03-18T05:47:55,sample_snr,0.828997
NS.BER.00.HHZ.D,2020-03-18T05:46:53,2020-03-18T05:47:55,sample_snr,0.633863
NS.BER.00.HHE.D,2020-03-18T13:19:51,2020-03-18T13:20:53,sample_snr,0.851021
NS.BER.00.HHN.D,2020-03-18T13:19:51,2020-03-18T13:20:53,sample_snr,0.942363
NS.BER.00.HHZ.D,2020-03-18T13:19:51,2020-03-18T13:20:53,sample_snr,1.5578
NS.BER.00.HHE.D,2020-03-18T17:59:33,2020-03-18T18:00:35,sample_snr,1.14513
NS.BER.00.HHN.D,2020-03-18T17:59:33,2020-03-18T18:00:35,sample_snr,1.57294
NS.BER.00.HHZ.D,2020-03-18T17:59:33,2020-03-18T18:00:35,sample_snr,1.32163
NS.BER.00.HHE.D,2020-03-19T14:05:33,2020-03-19T14:06:35,sample_snr,0.970927
NS.BER.00.HHN.D,2020-03-19T14:05:33,2020-03-19T14:06:35,sample_snr,1.17242
NS.BER.00.HHZ.D,2020-03-19T14:05:33,2020-03-19T14:06:35,sample_snr,1.4421
NS.BER.00.HHE.D,2020-03-20T01:43:01,2020-03-20T01:44:03,sample_snr,1.19014
NS.BER.00.HHN.D,2020-03-20T01:43:01,2020-03-20T01:44:03,sample_snr,1.57178
NS.BER.00.HHZ.D,2020-03-20T01:43:01,2020-03-20T01:44:03,sample_snr,1.66362
NS.BER.00.HHE.D,2020-03-20T03:11:42,2020-03-20T03:12:44,sample_snr,1.03595
NS.BER.00.HHN.D,2020-03-20T03:11:42,2020-03-20T03:12:44,sample_snr,0.884393
NS.BER.00.HHZ.D,2020-03-20T03:11:42,2020-03-20T03:12:44,sample_snr,1.09751
NS.BER.00.HHE.D,2020-03-21T00:54:26,2020-03-21T00:55:28,sample_snr,2.20088
NS.BER.00.HHN.D,2020-03-21T00:54:26,2020-03-21T00:55:28,sample_snr,5.78899
